1,1,1312,434,203,350,1,-1,-1,-1
1,2,1459,441,119,340,1,-1,-1,-1
1,3,442,460,110,262,1,-1,-1,-1
1,4,574,433,110,278,1,-1,-1,-1
1,5,1261,424,46,104,1,-1,-1,-1
1,6,1686,432,75,153,1,-1,-1,-1
1,7,1849,426,64,248,1,-1,-1,-1
1,8,655,470,62,147,1,-1,-1,-1
1,9,698,462,46,131,1,-1,-1,-1
2,1,1325,443,185,344,1,-1,-1,-1
2,2,1470,445,113,309,1,-1,-1,-1
2,3,442,453,114,266,1,-1,-1,-1
2,4,576,455,91,262,1,-1,-1,-1
2,5,1267,428,48,109,1,-1,-1,-1
2,6,1685,428,76,156,1,-1,-1,-1
2,7,1851,441,60,228,1,-1,-1,-1
2,8,629,452,72,196,1,-1,-1,-1
2,9,699,462,47,132,1,-1,-1,-1
2,10,1294,419,55,117,1,-1,-1,-1
3,1,1330,436,207,352,1,-1,-1,-1
3,2,1476,435,118,329,1,-1,-1,-1
3,3,444,459,111,261,1,-1,-1,-1
3,4,574,465,87,257,1,-1,-1,-1
3,5,1262,422,50,105,1,-1,-1,-1
3,6,1680,425,83,161,1,-1,-1,-1
3,7,1850,432,62,243,1,-1,-1,-1
3,8,630,454,74,193,1,-1,-1,-1
3,9,707,472,39,116,1,-1,-1,-1
3,11,677,461,53,145,1,-1,-1,-1
3,12,1072,460,40,112,1,-1,-1,-1
4,1,1329,432,204,367,1,-1,-1,-1
4,2,1479,438,117,338,1,-1,-1,-1
4,3,413,438,141,294,1,-1,-1,-1
4,4,575,466,85,255,1,-1,-1,-1
4,5,1256,432,41,83,1,-1,-1,-1
4,6,1675,421,89,173,1,-1,-1,-1
4,7,1850,430,63,248,1,-1,-1,-1
4,8,634,451,75,192,1,-1,-1,-1
4,9,701,467,40,123,1,-1,-1,-1
5,1,1348,433,190,352,1,-1,-1,-1
5,2,1491,438,113,326,1,-1,-1,-1
5,3,401,435,153,296,1,-1,-1,-1
5,4,579,447,91,269,1,-1,-1,-1
5,6,1672,421,87,175,1,-1,-1,-1
5,7,1850,422,62,242,1,-1,-1,-1
5,8,639,453,74,185,1,-1,-1,-1
5,9,705,471,38,110,1,-1,-1,-1
6,1,1360,427,190,368,1,-1,-1,-1
6,2,1500,435,114,329,1,-1,-1,-1
6,3,417,439,152,285,1,-1,-1,-1
6,4,581,441,92,273,1,-1,-1,-1
6,6,1666,419,100,185,1,-1,-1,-1
6,7,1850,422,62,237,1,-1,-1,-1
6,8,644,455,67,178,1,-1,-1,-1
6,9,703,464,43,128,1,-1,-1,-1
6,10,1259,426,46,102,1,-1,-1,-1
7,1,1368,432,181,356,1,-1,-1,-1
7,2,1500,436,109,320,1,-1,-1,-1
7,3,425,441,153,280,1,-1,-1,-1
7,4,582,440,91,273,1,-1,-1,-1
7,6,1669,421,93,177,1,-1,-1,-1
7,7,1847,426,62,240,1,-1,-1,-1
7,8,640,457,70,185,1,-1,-1,-1
7,9,703,468,44,127,1,-1,-1,-1
7,10,1262,432,39,91,1,-1,-1,-1
8,1,1384,434,160,338,1,-1,-1,-1
8,2,1500,429,108,336,1,-1,-1,-1
8,3,429,445,155,273,1,-1,-1,-1
8,4,581,440,91,274,1,-1,-1,-1
8,6,1676,424,95,179,1,-1,-1,-1
8,7,1845,431,64,241,1,-1,-1,-1
8,8,637,451,72,197,1,-1,-1,-1
8,9,692,469,44,134,1,-1,-1,-1
8,10,1264,435,35,80,1,-1,-1,-1
9,1,1398,433,160,350,1,-1,-1,-1
9,2,1500,415,111,358,1,-1,-1,-1
9,3,423,451,148,251,1,-1,-1,-1
9,4,580,436,90,271,1,-1,-1,-1
9,6,1676,422,92,180,1,-1,-1,-1
9,7,1846,432,63,243,1,-1,-1,-1
9,8,644,460,67,185,1,-1,-1,-1
9,9,686,474,44,129,1,-1,-1,-1
10,1,1398,434,173,355,1,-1,-1,-1
10,2,1514,415,103,354,1,-1,-1,-1
10,3,416,456,149,245,1,-1,-1,-1
10,4,581,439,89,263,1,-1,-1,-1
10,6,1678,424,89,181,1,-1,-1,-1
10,7,1845,412,64,249,1,-1,-1,-1
10,8,646,466,61,175,1,-1,-1,-1
10,9,684,472,45,134,1,-1,-1,-1
11,1,1405,430,181,357,1,-1,-1,-1
11,2,1525,424,97,341,1,-1,-1,-1
11,3,424,466,139,247,1,-1,-1,-1
11,4,581,444,87,265,1,-1,-1,-1
11,6,1670,417,90,187,1,-1,-1,-1
11,7,1846,422,64,246,1,-1,-1,-1
11,8,653,469,59,171,1,-1,-1,-1
12,1,1416,420,181,376,1,-1,-1,-1
12,2,1530,424,104,351,1,-1,-1,-1
12,3,430,464,135,247,1,-1,-1,-1
12,4,583,446,85,257,1,-1,-1,-1
12,6,1670,417,96,179,1,-1,-1,-1
12,7,1846,423,66,252,1,-1,-1,-1
12,8,650,468,57,167,1,-1,-1,-1
12,13,1276,418,37,97,1,-1,-1,-1
13,1,1427,408,179,385,1,-1,-1,-1
13,2,1542,425,105,344,1,-1,-1,-1
13,3,424,455,145,260,1,-1,-1,-1
13,4,584,447,85,258,1,-1,-1,-1
13,6,1683,411,87,173,1,-1,-1,-1
13,7,1846,420,67,247,1,-1,-1,-1
13,8,647,467,56,164,1,-1,-1,-1
13,13,1273,421,40,100,1,-1,-1,-1
13,15,701,464,49,128,1,-1,-1,-1
14,1,1440,418,162,368,1,-1,-1,-1
14,2,1543,421,110,357,1,-1,-1,-1
14,3,417,449,156,271,1,-1,-1,-1
14,4,586,448,90,267,1,-1,-1,-1
14,6,1692,407,88,164,1,-1,-1,-1
14,7,1842,416,68,245,1,-1,-1,-1
14,8,649,467,57,167,1,-1,-1,-1
14,13,1273,424,41,102,1,-1,-1,-1
14,15,689,462,53,137,1,-1,-1,-1
14,16,1068,460,43,122,1,-1,-1,-1
15,1,1441,421,169,361,1,-1,-1,-1
15,2,1552,420,119,358,1,-1,-1,-1
15,3,416,449,164,275,1,-1,-1,-1
15,4,578,447,88,270,1,-1,-1,-1
15,6,1687,408,92,168,1,-1,-1,-1
15,7,1843,423,69,249,1,-1,-1,-1
15,8,644,466,58,168,1,-1,-1,-1
15,13,1264,423,43,102,1,-1,-1,-1
15,15,682,462,54,141,1,-1,-1,-1
16,1,1444,439,163,350,1,-1,-1,-1
16,2,1568,431,119,355,1,-1,-1,-1
16,3,422,447,153,276,1,-1,-1,-1
16,4,579,444,88,265,1,-1,-1,-1
16,6,1684,413,90,158,1,-1,-1,-1
16,7,1844,425,67,241,1,-1,-1,-1
16,8,641,467,59,179,1,-1,-1,-1
17,1,1456,440,152,344,1,-1,-1,-1
17,2,1581,433,117,352,1,-1,-1,-1
17,3,419,449,162,276,1,-1,-1,-1
17,4,581,442,86,263,1,-1,-1,-1
17,6,1687,420,87,148,1,-1,-1,-1
17,7,1843,441,68,227,1,-1,-1,-1
17,8,641,466,60,189,1,-1,-1,-1
17,18,694,461,53,130,1,-1,-1,-1
18,1,1462,449,150,340,1,-1,-1,-1
18,2,1576,427,128,369,1,-1,-1,-1
