4,1,748,152,32,55,1,-1,-1,-1
7,1,749,151,33,52,1,-1,-1,-1
8,1,751,154,31,53,1,-1,-1,-1
9,1,753,155,32,53,1,-1,-1,-1
13,2,770,153,36,64,1,-1,-1,-1
16,5,794,159,41,63,1,-1,-1,-1
17,5,801,166,41,70,1,-1,-1,-1
18,5,808,163,43,82,1,-1,-1,-1
22,14,864,153,49,82,1,-1,-1,-1
24,15,916,156,41,103,1,-1,-1,-1
24,16,968,161,44,98,1,-1,-1,-1
25,15,934,160,44,104,1,-1,-1,-1
25,16,994,163,48,112,1,-1,-1,-1
26,16,1031,163,53,126,1,-1,-1,-1
27,16,1063,157,59,147,1,-1,-1,-1
28,16,1103,156,62,156,1,-1,-1,-1
42,23,309,175,35,59,1,-1,-1,-1
43,23,296,179,34,58,1,-1,-1,-1
44,23,282,187,34,59,1,-1,-1,-1
45,23,265,182,38,68,1,-1,-1,-1
46,23,240,186,38,74,1,-1,-1,-1
47,23,216,188,37,76,1,-1,-1,-1
48,23,192,187,41,83,1,-1,-1,-1
48,27,77,147,41,101,1,-1,-1,-1
49,23,165,184,46,92,1,-1,-1,-1
49,27,48,152,42,102,1,-1,-1,-1
50,23,135,188,46,95,1,-1,-1,-1
50,27,16,158,40,93,1,-1,-1,-1
51,23,99,183,55,111,1,-1,-1,-1
51,25,585,139,48,52,1,-1,-1,-1
52,23,58,189,56,119,1,-1,-1,-1
52,25,582,136,50,57,1,-1,-1,-1
53,23,12,190,60,130,1,-1,-1,-1
53,25,584,140,50,55,1,-1,-1,-1
54,25,585,134,50,62,1,-1,-1,-1
55,25,584,137,49,57,1,-1,-1,-1
56,29,323,152,37,81,1,-1,-1,-1
57,29,319,153,40,81,1,-1,-1,-1
58,29,307,158,43,91,1,-1,-1,-1
59,25,576,129,50,63,1,-1,-1,-1
59,29,292,162,41,91,1,-1,-1,-1
60,25,572,132,46,58,1,-1,-1,-1
60,29,266,167,44,90,1,-1,-1,-1
61,25,573,136,44,55,1,-1,-1,-1
61,29,240,169,48,93,1,-1,-1,-1
62,25,571,134,42,57,1,-1,-1,-1
62,29,213,166,55,108,1,-1,-1,-1
63,25,566,136,45,61,1,-1,-1,-1
63,29,185,165,55,110,1,-1,-1,-1
63,33,729,154,32,73,1,-1,-1,-1
64,25,563,133,47,68,1,-1,-1,-1
64,29,155,157,61,128,1,-1,-1,-1
64,33,739,156,33,70,1,-1,-1,-1
64,34,797,155,36,86,1,-1,-1,-1
64,36,430,122,36,87,1,-1,-1,-1
65,25,564,130,45,67,1,-1,-1,-1
65,29,122,159,61,134,1,-1,-1,-1
65,34,800,156,36,90,1,-1,-1,-1
65,36,426,123,37,89,1,-1,-1,-1
66,25,559,132,42,64,1,-1,-1,-1
66,29,76,153,67,143,1,-1,-1,-1
66,34,797,156,38,96,1,-1,-1,-1
66,36,419,124,39,91,1,-1,-1,-1
67,25,556,131,40,60,1,-1,-1,-1
67,29,36,149,65,146,1,-1,-1,-1
67,34,805,156,40,99,1,-1,-1,-1
68,25,552,123,47,68,1,-1,-1,-1
68,29,2,154,61,154,1,-1,-1,-1
69,25,548,128,47,68,1,-1,-1,-1
71,34,858,156,46,108,1,-1,-1,-1
72,34,877,147,57,137,1,-1,-1,-1
73,34,891,146,73,151,1,-1,-1,-1
73,46,748,154,45,91,1,-1,-1,-1
